cutoff,g_w7_users_row,g_w7_users_active,g_w7_users_buy,g_w7_users_search,g_w7_users_cart,g_w7_searches,g_w7_cat,g_w7_carts,g_w7_orders,g_w7_gmv,g_w7_buyer_rate,g_w7_order_rate,g_w7_conv_search_cart,g_w7_conv_cart_order,g_w7_gmv_per_buyer,g_w7_gmv_per_order,g_w7_orders_per_buyer,g_w14_users_row,g_w14_users_active,g_w14_users_buy,g_w14_users_search,g_w14_users_cart,g_w14_searches,g_w14_cat,g_w14_carts,g_w14_orders,g_w14_gmv,g_w14_buyer_rate,g_w14_order_rate,g_w14_conv_search_cart,g_w14_conv_cart_order,g_w14_gmv_per_buyer,g_w14_gmv_per_order,g_w14_orders_per_buyer,g_w30_users_row,g_w30_users_active,g_w30_users_buy,g_w30_users_search,g_w30_users_cart,g_w30_searches,g_w30_cat,g_w30_carts,g_w30_orders,g_w30_gmv,g_w30_buyer_rate,g_w30_order_rate,g_w30_conv_search_cart,g_w30_conv_cart_order,g_w30_gmv_per_buyer,g_w30_gmv_per_order,g_w30_orders_per_buyer,g_w60_users_row,g_w60_users_active,g_w60_users_buy,g_w60_users_search,g_w60_users_cart,g_w60_searches,g_w60_cat,g_w60_carts,g_w60_orders,g_w60_gmv,g_w60_buyer_rate,g_w60_order_rate,g_w60_conv_search_cart,g_w60_conv_cart_order,g_w60_gmv_per_buyer,g_w60_gmv_per_order,g_w60_orders_per_buyer,g_w90_users_row,g_w90_users_active,g_w90_users_buy,g_w90_users_search,g_w90_users_cart,g_w90_searches,g_w90_cat,g_w90_carts,g_w90_orders,g_w90_gmv,g_w90_buyer_rate,g_w90_order_rate,g_w90_conv_search_cart,g_w90_conv_cart_order,g_w90_gmv_per_buyer,g_w90_gmv_per_order,g_w90_orders_per_buyer,g_d7_dlog_users_row,g_d7_dlog_users_active,g_d7_dlog_users_buy,g_d7_dlog_orders,g_d7_dlog_gmv,g_d7_dlog_searches,g_d7_dlog_carts,g_d7_dlog_buyer_rate,g_d7_dlog_gmv_per_buyer,g_d7_dlog_conv_cart_order,g_d14_dlog_users_row,g_d14_dlog_users_active,g_d14_dlog_users_buy,g_d14_dlog_orders,g_d14_dlog_gmv,g_d14_dlog_searches,g_d14_dlog_carts,g_d14_dlog_buyer_rate,g_d14_dlog_gmv_per_buyer,g_d14_dlog_conv_cart_order,g_d30_dlog_users_row,g_d30_dlog_users_active,g_d30_dlog_users_buy,g_d30_dlog_orders,g_d30_dlog_gmv,g_d30_dlog_searches,g_d30_dlog_carts,g_d30_dlog_buyer_rate,g_d30_dlog_gmv_per_buyer,g_d30_dlog_conv_cart_order
2025-04-03,151957.0,143534.0,44243.0,138964.0,85296.0,1382478.0,74549.0,432321.0,106908.0,3964600.696481051,0.2911547345630672,0.7035411333469337,0.31271456037636763,0.24728847314842445,89.6096715069288,37.08422846261319,2.416382252559727,178077.0,171732.0,68600.0,167748.0,117169.0,2794647.0,155653.0,875308.0,215402.0,7751277.140144985,0.3852266154528659,1.2096003414253385,0.3132087880866528,0.2460870916294607,112.99237813622427,35.98516791926252,3.1399708454810495,197912.0,193787.0,100436.0,190924.0,149983.0,6006280.0,343032.0,1859021.0,467070.0,16681940.83586985,0.5074780710618861,2.3599882776183354,0.30951287652257303,0.25124514462181974,166.0952331421985,35.71614712113784,4.650424150702936,209017.0,206441.0,128011.0,204527.0,174643.0,12079639.0,693539.0,3676471.0,926193.0,32670499.617195625,0.6124430070281365,4.431185023227775,0.3043527211367823,0.2519244677844596,255.21634560464042,35.273965164059355,7.235261032255041,213167.0,211231.0,141007.0,209687.0,185503.0,17708034.0,1020318.0,5318393.0,1321731.0,46840036.524244994,0.6614860649162394,6.200448474670094,0.30033785794628587,0.2485207467744486,332.1823492751778,35.438403521022806,9.373513371676584,-0.0012824266581947796,-0.002657836611842157,-0.01201951048330585,-0.014726083649648558,0.04591642452226807,-0.021249263998960544,-0.024372000678184236,-0.0024313534206522602,0.057278143861820396,0.0019050113019679349,0.011538817652946065,0.010442553085102446,-0.01276061433549458,-0.016314431867433754,0.004261460907594383,-0.00042000047125156925,0.015572307657631512,-0.006817139444854126,0.01687166571461951,-0.006378353377372498,0.01883085424005415,0.017579884237223453,0.01978888743418139,0.017160954292727126,0.042453354344786476,-0.011106238919957434,0.022615573036741665,0.00032244487138727296,0.022527094347138288,-0.0010976510993397082
2025-04-10,152651.0,143969.0,43350.0,139524.0,85529.0,1409859.0,67630.0,427232.0,103986.0,3709970.930398145,0.28398110723152814,0.6812009092636144,0.3030317216118775,0.2433946895363643,85.58179770237936,35.67760016154237,2.3987543252595156,178412.0,171968.0,67411.0,167986.0,116655.0,2792337.0,142179.0,859553.0,210894.0,7674571.626879196,0.3778389346008116,1.1820617447256911,0.3078256671741269,0.24535310795262188,113.84746742933936,36.39065894183427,3.1284805150494726,198671.0,194573.0,99846.0,191634.0,150534.0,6028436.0,330524.0,1871794.0,462980.0,16443073.807974007,0.5025695748247102,2.3303854110564703,0.3104941314795413,0.24734559465411257,164.68435198179202,35.51573244626983,4.636940888969012,209819.0,207236.0,128667.0,205362.0,175441.0,12142837.0,683159.0,3706312.0,933801.0,32996793.81600934,0.613228544602729,4.450507342042427,0.30522620043405013,0.25194883755064335,256.45110102830824,35.33600179910852,7.257501923570146,213905.0,211980.0,141516.0,210438.0,186237.0,17819839.0,1011131.0,5362078.0,1334534.0,47263875.41781405,0.6615834131974475,6.238909796404946,0.30090496328277716,0.24888373499975197,333.9825561619467,35.4160144423552,9.430269368834619,0.004556654087513934,0.003026036638928531,-0.020389998028770506,-0.027712113991482212,-0.06638108452082214,0.019612144254711694,-0.01184114911036005,-0.005571469878712154,-0.045471351594687626,-0.003126681741440873,0.005598193526120454,0.003757727416390466,-0.028069093006978463,-0.04553455062378475,0.0038330097666605667,-0.016086434917335524,-0.032104161077384674,-0.009345927670481646,0.03162029363078034,-0.002660327868480611,0.01765616477765697,0.0171003703079311,-0.002710475992424577,-0.016794086739176706,-0.00670650661908212,-0.014159198883335833,0.020115541706809736,-0.006858410113546709,-0.003971933584341336,-0.00742819135241804
2025-04-17,154327.0,145384.0,47073.0,141299.0,88054.0,1437322.0,66294.0,441507.0,114660.0,4129123.397667374,0.3050211563757476,0.7429678539724093,0.30717334042058775,0.2597014316873798,87.71744731942673,36.011890787261244,2.435791217895609,179543.0,172977.0,69660.0,169204.0,118629.0,2847181.0,133924.0,868739.0,218646.0,7839094.32806552,0.38798505093487357,1.2177918381669015,0.305122505383395,0.25168203568620723,112.53365386255412,35.85290528098168,3.1387596899224808,199382.0,195183.0,100558.0,192347.0,151581.0,6042350.0,312931.0,1869767.0,465923.0,16666364.917063976,0.5043484366693082,2.3368358226921186,0.3094436767151853,0.2491877330170016,165.7388265186656,35.770642181356095,4.633375763241115,210706.0,208092.0,129577.0,206218.0,176475.0,12167536.0,669186.0,3727466.0,940414.0,33392611.29654161,0.6149658766243011,4.463157195333783,0.306345179500599,0.2522931128010289,257.70477242521133,35.50841575789132,7.257568858670906,214774.0,212798.0,142700.0,211290.0,187343.0,17943535.0,1000270.0,5417332.0,1353730.0,47938704.46315493,0.6644193431234693,6.303044130108859,0.30190996367215267,0.24988869059529673,335.94046575441433,35.41230855721224,9.486545199719691,0.010919386623513105,0.009780451553032421,0.08239106060852741,0.0977140575512756,0.10704106358525856,0.01929194699313186,0.032866608071563164,0.016253761260048682,0.024366965022794673,0.013029441983295809,0.00819864668150494,0.00722347365486975,0.015333508390462214,0.014947865004929284,0.011265684799527165,0.01862357369434342,-0.007533080853109553,0.001989344286372152,-0.004032284931843044,0.004479960419977891,0.016567169487313294,0.015791296616470163,-0.0036330468183116693,-0.018222227359128595,-0.0035865133447430253,-0.013616111953284715,0.00647519558355647,-0.006817942421041279,0.00004629002060241305,-0.004975588675489834
2025-04-24,152397.0,143264.0,45839.0,139060.0,86556.0,1370943.0,65257.0,430519.0,111263.0,4007513.884307126,0.30078676089424333,0.7300865502601758,0.31403129087059056,0.25843923264710733,87.42585755158547,36.01838782261063,2.4272562664979604,179611.0,172697.0,71326.0,169123.0,119229.0,2808265.0,131551.0,872026.0,225923.0,8136637.2819745,0.39711376252011293,1.2578461230102833,0.31052126490911647,0.2590782843630809,114.0767361407411,36.01509045991112,3.1674704876202227,199994.0,195624.0,100790.0,192766.0,151802.0,5998631.0,296531.0,1854533.0,466588.0,16831617.9129695,0.5039651189535687,2.333009990299709,0.30915937319698444,0.25159325824884216,166.99690359132353,36.07383368832782,4.629308463141185,211366.0,208718.0,130092.0,206864.0,177300.0,12106130.0,651511.0,3730540.0,943053.0,33631041.388706595,0.6154821494469309,4.461706234682967,0.3081529770455133,0.25279262519635226,258.517367622195,35.661878376619974,7.249123697075915,215494.0,213519.0,143832.0,212063.0,188329.0,18003940.0,990497.0,5468878.0,1372843.0,48677608.45514077,0.6674524580730786,6.370678533973104,0.30376006585225235,0.25102827307539133,338.43378702333814,35.45752023730373,9.544767506535402,-0.012584687778733894,-0.014689333936486193,-0.026563759213280136,-0.03007419305404646,-0.029894054638067047,-0.04728280202519741,-0.025202359529052032,-0.0032499703301400173,-0.0032921371926732945,-0.0010024850190906431,0.0066978813346523225,0.004230176298190003,0.05645189375161408,0.06883828024532868,0.058464499110597146,0.005687973276897296,0.014406736657891273,0.013892228096104076,0.001994298850052978,0.010960822375699092,0.015012498264228569,0.01369591828554384,-0.004494256114456974,-0.020947582415278276,0.0019145672463700691,-0.0179860809176553,-0.011512663405126133,-0.006579058476899158,0.00637059746388946,-0.001903761962657624
2025-05-01,153693.0,144377.0,46518.0,140194.0,87351.0,1414834.0,65243.0,440823.0,114486.0,4006416.4982949756,0.30266830629892055,0.7449005484960278,0.3115722409837479,0.2597096793951314,86.12615543004806,34.994815945137184,2.461111827679608,179515.0,172573.0,70957.0,168850.0,118787.0,2785777.0,130500.0,871342.0,225749.0,8013930.382602101,0.39527059020137595,1.257549508397627,0.3127823942835338,0.2590819678151633,112.94065959104952,35.49929515790591,3.181490198289105,200639.0,196273.0,101830.0,193457.0,152463.0,6029156.0,283878.0,1863193.0,475391.0,16987007.39699062,0.5075284466130713,2.3693848155144313,0.30903048453216336,0.2551485541218757,166.81731706756966,35.73270717575768,4.668476873220072,212159.0,209476.0,130384.0,207572.0,177868.0,12079274.0,633239.0,3731890.0,946101.0,33791732.92224581,0.6145579494624315,4.459396019023468,0.3089498590726562,0.25351792255398736,259.170856257254,35.71683458980152,7.256266106270708,216305.0,214337.0,144827.0,212882.0,189342.0,18108140.0,980430.0,5531983.0,1397184.0,49471264.18205603,0.6695499410554541,6.45932364023023,0.30549703061717,0.2525647674622283,341.58868292553205,35.40783760911665,9.647261905583903,0.008468092890497658,0.007738798126140978,0.01470375888223785,0.028555523605112043,-0.0002738695478363695,0.031513362873919704,0.02365192242143266,0.0014454220900304016,-0.014807302367980668,0.0010090323489133357,-0.000155962792051767,-0.002338288790546983,0.018447532435695635,0.03196963509026318,0.022058014110603708,-0.02180254514559543,0.0029918135417794645,0.005235276127034172,0.0035784801953466783,0.005894583119078922,0.014260893880452485,0.01317525898611116,0.008976543861622943,0.009895409266340138,0.01078865232636872,-0.0034707412997985188,-0.002949712366151047,-0.0017821571243820666,0.0018012132460745178,0.0025978534972599665
2025-05-08,153345.0,144426.0,45447.0,140286.0,86842.0,1419576.0,65999.0,437956.0,110259.0,3744368.6081777206,0.2963709282989338,0.7190257263034334,0.3085118373373458,0.2517581674871448,82.38978608439986,33.95975483341696,2.4261007327216317,180109.0,173143.0,70597.0,169544.0,119004.0,2834410.0,131242.0,878779.0,224745.0,7750785.106472693,0.39196819703623914,1.2478277043345973,0.31003947911558316,0.2557468942703456,109.78915685472036,34.487019094852805,3.1834922163831325,201274.0,196763.0,102469.0,194022.0,153068.0,6043585.0,281932.0,1871325.0,480454.0,16922844.910164457,0.5091020201317606,2.3870643997734433,0.3096382362455397,0.25674535422761946,165.1508740220404,35.222612175493296,4.68877416584528,212719.0,210015.0,130442.0,208075.0,178342.0,12083587.0,617511.0,3749783.0,946093.0,33475113.40089986,0.6132127360508465,4.44761868944476,0.3103203543782157,0.2523060667777309,256.6283359723085,35.38247656509441,7.252978335198786,217028.0,215023.0,145760.0,213584.0,190227.0,18191229.0,969132.0,5577558.0,1413495.0,49849638.589919426,0.6716184086845937,6.512961461193948,0.30660699175410305,0.25342542381450806,341.99806936003995,35.2669366286541,9.697413556531284,-0.0022668065985786967,0.0003393293084972271,-0.02329201603389741,-0.03762006626902625,-0.06764417618388485,0.003346023389850572,-0.006524970776400352,-0.00484593709833403,-0.043831297890895016,-0.006332184174175498,0.0027688065681346075,0.0025792139025639926,-0.01027312187935081,-0.005227783890060067,-0.04858283592469803,0.00926694443174192,0.007714195212320973,-0.00368979570796768,-0.03797026942379933,-0.0026494024870735433,0.014351655699611499,0.012241481925755693,0.024479890023705764,0.03132076819927221,0.022141316263368793,0.0005930357454229096,-0.0038044893793465206,0.0034054069441491475,-0.0023247541865316634,0.007076301334012575
2025-05-15,154711.0,145745.0,46012.0,141376.0,87773.0,1431597.0,72858.0,441786.0,112674.0,3964695.846692933,0.29740613143215416,0.728286934994926,0.30859662321169995,0.25504203392592795,86.1665619119563,35.187317807949775,2.4487959662696688,180872.0,174089.0,70450.0,170322.0,119414.0,2851173.0,138857.0,879742.0,222933.0,7709064.454870652,0.3895019682427352,1.232545667654474,0.3085544090099058,0.25340724894344024,109.42603910391274,34.58018532415861,3.164414478353442,201556.0,197035.0,102495.0,194190.0,153131.0,6034529.0,287786.0,1873427.0,481636.0,16930304.83860238,0.5085187243247534,2.389588997598682,0.310451238199369,0.25708821320499814,165.18176338945685,35.15165983980097,4.699117030099029,213263.0,210599.0,130533.0,208668.0,179004.0,12084947.0,605966.0,3745760.0,945665.0,33460200.344108,0.6120752310527376,4.4342666097729095,0.30995253847617205,0.25246278458844135,256.3351822459301,35.38272046031946,7.2446431170661825,217680.0,215704.0,146323.0,214241.0,190925.0,18230305.0,962747.0,5608614.0,1422161.0,50240885.72495558,0.6721931275266446,6.533264424843807,0.3076533277967648,0.2535672806151395,343.3560392074765,35.32714349848968,9.719326421683535,0.008868517961223787,0.009091191010693223,0.012355150003607207,0.021666355415174365,0.057176120959638865,0.008432362958494366,0.008707133432739766,0.0007982206368138955,0.04429496020849921,0.0026199681293843646,0.00753078708429733,0.008746276879941561,-0.007170720003117026,-0.012552428768563217,-0.03878448183696648,0.023203651237619027,0.009594119800963696,-0.004142981222893638,-0.031331815488158554,-0.004517216219970088,0.011351312762462484,0.009735824536702964,0.02203701365550259,0.037241512977461255,0.023934610069353823,-0.0026295533651712333,0.0005841268244513032,0.0035894396451778277,0.0018859521780738575,0.007388332853128121
2025-05-22,157248.0,148181.0,48142.0,144000.0,89905.0,1469770.0,72652.0,454772.0,118566.0,4166666.606607767,0.3061533374033374,0.7540064102564102,0.3094171196853929,0.2607152595146579,86.54951199800105,35.142170661131914,2.462839100992896,182702.0,175896.0,72139.0,172122.0,121172.0,2901367.0,145510.0,896558.0,231240.0,8131362.4533007,0.39484515768847633,1.2656675898457597,0.3090122690442126,0.2579197330234073,112.71798130415863,35.16416905942181,3.2054783127018673,202557.0,198129.0,103407.0,195302.0,154387.0,6136564.0,296129.0,1902487.0,488879.0,17014455.55398377,0.5105081532605636,2.4135379177219254,0.31002479563482105,0.2569683787589613,164.53872130497714,34.80299942109146,4.7277166922935585,213961.0,211258.0,131027.0,209305.0,179678.0,12141607.0,596086.0,3755971.0,953381.0,33837509.08537942,0.6123873042283406,4.455863451750552,0.30934710701804136,0.25383076706396296,258.24836930845873,35.492116043197235,7.276217878757813,218321.0,216339.0,146742.0,214871.0,191715.0,18251113.0,951442.0,5627967.0,1429592.0,50567714.15134783,0.6721387315008635,6.548119512094576,0.30836294750900944,0.25401570407218094,344.6028686493835,35.37213005623131,9.742214226329203,0.01626521219985655,0.016575867395406618,0.04525178339326352,0.0509706330635229,0.04968718639057279,0.02631530347191635,0.028970527885618935,0.006719446195043943,0.004383691674489931,0.004510160992373863,0.014294108261429628,0.01577497824087537,0.02160685998935641,0.028489581075740844,0.047934344617099,0.023348194450012016,0.02002952042413142,0.002064696345302708,0.0260926279645739,0.0017288205768053178,0.014460431780142002,0.014166393167149849,0.027420732896130673,0.05114904379603402,0.011313129001315758,0.021665356624120946,0.026094852465174512,0.004361508752683652,-0.016011341146657365,0.00507117921734293
2025-05-29,157353.0,147958.0,48206.0,143706.0,89863.0,1440628.0,73080.0,455357.0,120566.0,4185144.993739091,0.30635577332494457,0.7662135453407307,0.3160822918893705,0.26477247522273734,86.81792709909743,34.71248107873771,2.5010579595900926,183564.0,176642.0,73523.0,172887.0,122116.0,2910398.0,145732.0,910129.0,239132.0,8351811.600346856,0.4005306051295461,1.3027173084046981,0.3127163363911053,0.2627451712889052,113.59454320888506,34.92552899798795,3.2524788161527685,203292.0,198884.0,103965.0,196037.0,154885.0,6149919.0,301714.0,1910313.0,494093.0,17161924.737575397,0.5114072368809397,2.4304596344174882,0.3106240911465663,0.25864504926679555,165.07406086255372,34.73419930574891,4.7524936276631555,214662.0,211922.0,131819.0,209974.0,180409.0,12191898.0,590311.0,3777741.0,968041.0,34179907.61951875,0.6140770140965798,4.509605798883826,0.30985667695054536,0.2562486417147179,259.29424149416053,35.30832642369357,7.343713728673408,218973.0,216977.0,147349.0,215482.0,192274.0,18268075.0,943164.0,5655028.0,1442460.0,51047418.24003776,0.6729094454567458,6.587387486128427,0.3095579583508388,0.2550756601028324,346.4388508916773,35.389139553289354,9.789411533162763,0.0006675079633602365,-0.0015060396375350393,0.0013284900760304197,0.016727413368030852,0.004425007110354429,-0.020026782570704782,0.0012855294030504893,0.0001549743280749305,0.0030611761463088527,0.0032130183351574138,0.014773700675098311,0.014558339769534356,0.042694450823409724,0.07014411897807094,0.08008162504119376,0.020559345900956316,0.033957627086515174,0.007905781770505382,0.037054219688106294,0.007422416178721469,0.013978690285942008,0.014173429727895481,0.022990860345943887,0.041626061517526125,0.00842264992400743,0.01770730080693461,0.022705007891971718,0.003040371850793644,-0.014481343225970278,0.003859076958102059
2025-06-05,157115.0,147872.0,48094.0,143576.0,89945.0,1435597.0,71925.0,454663.0,119666.0,4204791.549881616,0.3061069916939821,0.761645928141807,0.3167065687654683,0.26319713722031485,87.42860959540931,35.13772959639008,2.488169002370358,183637.0,176756.0,73380.0,173006.0,122367.0,2876225.0,145005.0,910020.0,240232.0,8389936.543620707,0.3995926746788501,1.3081895260758998,0.31639388434493126,0.26398540691413375,114.33546666149779,34.92430876661189,3.273807576996457,203992.0,199581.0,104718.0,196708.0,155619.0,6159661.0,309744.0,1924722.0,502468.0,17581286.847137038,0.5133436605357072,2.4631750264716263,0.3124720662387102,0.26106003880040857,167.89173635036036,34.98986372691801,4.798296376936152,215362.0,212591.0,132629.0,210675.0,181116.0,12222510.0,592017.0,3798447.0,980431.0,34512136.14313562,0.6158421634271598,4.552479081732153,0.3107747099409205,0.2581136448659149,260.2156100335192,35.20098420300421,7.392282230884648,219550.0,217527.0,147523.0,216045.0,192892.0,18242906.0,929688.0,5670144.0,1446749.0,51070432.307920635,0.6719335003416078,6.589610567069005,0.31081363901124087,0.2551520737392207,346.18623745396064,35.30013313153881,9.806938579069026,-0.0015136581895962564,-0.0005814110875270728,-0.0023260171231473947,-0.00749272967665604,0.004683369717410457,-0.0034983366270679994,-0.0015252381470798326,-0.0001904575521961549,0.006929894359184452,-0.001246326853445362,0.005104544837870151,0.004877311499758008,0.017056371050356844,0.038148829005175244,0.03130446037446255,-0.008703331769055467,0.014903573798873637,0.003397836590248393,0.014123448116646564,0.004810399480358413,0.01341851568320962,0.013894928529561312,0.02427061968924704,0.04999853064024329,0.03769772685145156,0.015841919354198097,0.026853099468199915,0.003668032517370079,0.013346841937318388,0.004747727845163585
