user_id,rows,weight_total
2,10,2.0385360899561147
7,24,32.0590470912967
15,24,27.43380422511301
18,24,30.17461606599192
23,11,4.226789106322956
27,24,18.492170817274417
30,24,24.248200179182195
34,24,29.764082202215512
37,23,24.6326297802352
44,24,34.45648157930764
45,21,13.257905957114774
47,17,5.143518572067209
48,24,22.621906877250417
52,11,7.655336410665472
53,24,31.28162903718542
55,24,28.25953568864408
58,8,1.575037328983282
59,24,36.700875454913295
61,24,32.58352249544964
63,24,29.426376380520768
67,19,6.1723518507091795
75,22,30.777956809665717
80,24,18.462176787006907
96,4,0.7598766120046551
102,19,8.814263955027165
104,24,19.520553070091704
110,24,27.14559022459961
112,24,34.23851964516222
118,24,28.50758797755768
131,23,20.0787006396241
132,24,27.590055989064002
133,24,30.156484100136442
141,15,5.977437049050463
143,24,22.43766869680778
145,24,22.678397847105973
147,24,37.854027111040786
148,14,3.9948817970697954
150,17,16.798643752799173
151,23,23.14305744261705
152,24,36.71491845928828
154,24,30.20033575413444
166,16,12.361774206031333
168,24,41.215774857484654
169,24,26.869562384861638
173,24,13.683287125070226
176,24,31.567339238347103
179,8,1.6483787111136645
183,19,7.753615059221171
186,19,9.399695031138412
187,21,15.556891253145874
196,24,25.62528615883227
197,24,32.53674040673705
198,24,39.16420866393771
203,24,30.95766132051743
209,21,17.611250244594245
213,15,5.990360047056038
217,24,26.78645990230233
221,18,6.355554816688862
231,24,38.192535202912204
239,24,24.1053968576954
243,20,7.072208619364558
244,24,31.448681488369477
258,21,9.604102198703623
260,24,28.25895353417101
263,24,27.208201627976223
264,24,25.415265168849167
267,24,30.736032325804057
272,24,20.21281430879099
280,24,24.236859945525364
283,24,29.10322067817152
286,24,27.34823567549529
288,24,34.93213870543511
290,18,13.866348742684607
292,24,27.156725864505002
298,24,31.887763332313376
300,24,26.708629674625406
304,16,4.03797907637834
309,24,27.89330146583982
310,23,11.847650721756601
312,17,7.42459851434626
313,20,8.79736525207019
315,24,18.524393857390773
316,24,34.32304571697679
320,6,1.2615669468017163
323,24,28.945460502358788
324,7,1.4609556623622715
332,24,32.33718966265876
333,24,30.42467012746795
344,24,28.563115785250726
352,15,11.353181463358471
354,18,6.930429851383637
355,24,31.799755055957462
356,24,30.42823213001479
360,24,14.06017230764598
366,17,6.106366087069708
367,24,10.62569218961172
370,24,31.903239046010608
374,19,17.296780892372976
375,1,0.18660120631521412
376,5,0.9562747248368383
378,24,25.088585344466637
381,24,26.696562201340956
382,12,3.2636073785616855
384,21,25.9230389374079
386,24,19.306921335959952
387,24,28.945785837612767
388,24,27.498321750091016
389,11,2.5454073870875487
390,24,27.491983813177086
393,17,6.339034930785681
394,24,32.763975730087076
397,24,30.502367421314453
399,24,38.64003119387609
400,14,3.42364721596298
401,24,27.042621749267873
402,18,10.697785361946657
403,23,20.178931620972815
406,23,16.534546054897955
411,23,24.0278218904281
414,24,31.065492370645128
415,24,26.609399493835216
417,24,29.578082737228726
424,24,27.5012218451149
431,24,25.435807590215454
432,24,30.509080305508856
437,24,31.490836820104246
439,24,18.970619812578494
441,24,34.26352956252002
442,24,27.74779821936687
446,24,23.011375085050666
451,20,15.387531195748469
457,24,28.519658344232468
458,24,22.67663525239032
466,24,24.682879194417765
468,24,32.797427831943416
469,14,5.679308788378339
471,20,8.918903452759666
473,24,40.55074186210093
474,24,30.795977744881966
483,24,32.011611691123846
489,24,27.628135682755275
503,24,32.52730966751128
515,13,2.8934981699317066
519,21,12.119317683335725
522,20,18.76287409118737
529,24,23.13490400688929
532,24,28.107737197671657
535,22,24.892660577317184
536,7,1.3577811215859525
540,24,27.72047816980616
543,23,16.312485916084267
550,24,28.307059587449174
551,24,21.528407455528413
552,24,26.19112989736172
555,24,23.674139429916227
557,24,22.64370053104368
558,24,28.559678620682643
564,12,8.923913482134644
569,17,11.081052828467609
578,20,11.575408971616795
587,24,35.01884699545086
590,24,33.90643575119263
598,24,34.118165300805956
599,24,24.718575486328014
603,1,0.18660120631521412
604,21,17.06751450451312
610,24,29.962861075123215
613,24,23.434943939090356
617,24,29.093058060772098
626,24,20.168373753223086
628,24,34.056999483686006
631,18,8.088967353683309
632,22,9.719322277082382
633,24,34.902177032416105
640,24,26.544000518174247
647,5,0.9562747248368383
651,22,16.210873196171566
652,22,20.423398563880976
654,19,15.690916315409412
659,24,27.85807573301227
665,20,14.789258447422412
668,24,32.25486450408601
670,8,2.3005413757831006
673,24,17.978548222520892
675,24,37.40052735412541
685,24,25.119170432718928
692,22,12.934942238449265
693,24,33.53599438511384
694,24,33.060387005160074
697,24,34.66358131322584
714,20,8.715115399932817
719,24,32.84407891798094
726,24,23.239326799505783
736,24,31.022711435304785
738,24,44.18668420215539
745,24,29.270057449344797
746,23,9.730621230572506
750,24,26.071545572891566
762,24,26.35191384398445
766,23,39.98961153977866
767,12,3.039212389476484
