original_path,filename,extension,type,purpose,size_bytes,sha256,experiment_association,schema_or_arrays,last_write_utc,copied,evidence_excluded
experiments/exp_001_s1_b0_baseline.md,exp_001_s1_b0_baseline.md,.md,primary_experiment_report_candidate,unclassified,2915,f8a0c72032933de49d7d41aad54878764899caaf045643a2830c5e8c8e9ae654,team_a:exp_001,unknown,1786385944486017900,no,no
experiments/exp_002_s1_e01_panel_rule.md,exp_002_s1_e01_panel_rule.md,.md,primary_experiment_report_candidate,unclassified,3451,0526aa077ab803ed7ef56f7cb8504184cc281604536b9f386f45a62b24831795,team_a:exp_002,unknown,1786385963673753600,no,no
experiments/exp_003_s1_e02_dense_cutoffs.md,exp_003_s1_e02_dense_cutoffs.md,.md,primary_experiment_report_candidate,unclassified,2744,249f7c9bb6bfdfbf3a26bfc68a544005621113457bf0044ed08c44f87d54acf8,team_a:exp_003,unknown,1786386169681625500,no,no
experiments/exp_004_s1_e03_history_depth.md,exp_004_s1_e03_history_depth.md,.md,primary_experiment_report_candidate,unclassified,5634,473fea4f774b69f38d516f2778f9db70fb3a0f2d480b0191a48dd04a3e6a672c,team_a:exp_004,unknown,1786388041705281500,no,no
experiments/exp_005_s1_e10_normalized_long.md,exp_005_s1_e10_normalized_long.md,.md,primary_experiment_report_candidate,unclassified,4817,8fd859514e897d822ed428b7c1f3fa86b071e231b84e6a8847d7f3411211609a,team_a:exp_005,unknown,1786391085168646800,no,no
experiments/exp_006_s1_best_submission.md,exp_006_s1_best_submission.md,.md,primary_experiment_report_candidate;submission,competition_submission_or_candidate,5594,fd734ea1752b905e7950f51bddf814436444559cca0f8f04dd908842de7ef846,team_a:exp_006,unknown,1786446711687653600,no,no
experiments/exp_007_radical_minimalism.md,exp_007_radical_minimalism.md,.md,primary_experiment_report_candidate,unclassified,2506,4ead2b44a363156afb0df642c120c58b2ac15757d7600af646503ead731a3640,team_a:exp_007,unknown,1786446707764791800,no,no
experiments/exp_008_cohort_similarity.md,exp_008_cohort_similarity.md,.md,primary_experiment_report_candidate,unclassified,2710,dccd9f9814712f7ac2cafd72e2ec64a1e63b517281f43dfcb6b8ec9cd4d2777c,team_a:exp_008,unknown,1786393996803474800,no,no
experiments/exp_013_s1_e11_two_part.md,exp_013_s1_e11_two_part.md,.md,primary_experiment_report_candidate,unclassified,3445,03a7acf056f39dc54c13cb56555fbeae61a4247262a2e11724d2ad374f35f9d6,team_a:exp_013,unknown,1786446603525658600,no,no
experiments/exp_014_s1_dist_head.md,exp_014_s1_dist_head.md,.md,primary_experiment_report_candidate,unclassified,10904,22047359e0364c11178d7dce65c7ced5a0155de3e39cd655f3615bcfc42de170,team_a:exp_014,unknown,1786522635448141900,no,no
experiments/exp_015_last_fold_only.md,exp_015_last_fold_only.md,.md,primary_experiment_report_candidate,unclassified,8430,f6aad1ec71b4c83ce60683f1b8184a589b0ad456e45fee762901e698af2c5932,team_a:exp_015,unknown,1786481957223675800,no,no
experiments/exp_016_validator_calibration.md,exp_016_validator_calibration.md,.md,leaderboard_evidence_candidate;primary_experiment_report_candidate,unclassified,22811,c4b6edffce1d0f8248ea6b45a6be291ce5b89a9c15b001aafc2cff267339e15a,team_a:exp_016,unknown,1786481726691793500,no,no
experiments/exp_017_capacity_curve.md,exp_017_capacity_curve.md,.md,metrics_or_diagnostics;primary_experiment_report_candidate,run_metrics_or_diagnostics,6598,cfde7edbd87be95056bccd3c35366d5948b3a5eff46765ba70713b75db253f15,team_a:exp_017,unknown,1786524210143354300,no,no
experiments/exp_018_seed_average.md,exp_018_seed_average.md,.md,primary_experiment_report_candidate,unclassified,7201,2cdd11170c37bd6b7cb8081d6ce1e6c8476e2024abaf361e5047cfe692fedae9,team_a:exp_018,unknown,1786526424119287100,no,no
experiments/exp_019_gap_axis.md,exp_019_gap_axis.md,.md,primary_experiment_report_candidate,unclassified,3122,c1657c425103d878b972681ab2fda8261c3aaac39873a08a8359efd50bc5a483,component_family:gap;team_a:exp_019,unknown,1786540968980776700,no,no
experiments/exp_020_train_blocks_zero.md,exp_020_train_blocks_zero.md,.md,primary_experiment_report_candidate,unclassified,1990,c51c7dcac90321120dd48e2e962f022fffb7bd07f5330411d16ae3d2aada6bfe,team_a:exp_020,unknown,1786536485784785300,no,no
experiments/exp_021_personal_time.md,exp_021_personal_time.md,.md,primary_experiment_report_candidate,unclassified,7536,93b95983bf221e6d1dad2ed20a522fe7a86d59cb5ba7fd9f8892a02c0fc134ec,team_a:exp_021,unknown,1786551379205527900,no,no
experiments/exp_022_dense_temporal_grid.md,exp_022_dense_temporal_grid.md,.md,primary_experiment_report_candidate,unclassified,2477,52234fcd85cbab1b592564863a70e6b000e7daa1a826e0dd452625493e0f5591,team_a:exp_022,unknown,1786623922309456500,no,no
experiments/exp_023_holiday_yoy.md,exp_023_holiday_yoy.md,.md,primary_experiment_report_candidate,unclassified,6660,b19bed8dac09c41a4bdec787ac9f7f2bd370fc85b89e0657e8f12ba6ad80d70a,team_a:exp_023,unknown,1786566369101562600,no,no
experiments/exp_024_multihorizon_hazard.md,exp_024_multihorizon_hazard.md,.md,primary_experiment_report_candidate,unclassified,28408,7fb01c7946df99d8f3cbe3ebfa68b42801fa0038fdab469ecfb6982dd6e15a86,team_a:exp_024,unknown,1786582088738200100,no,no
experiments/exp_025_sequence_encoder.md,exp_025_sequence_encoder.md,.md,primary_experiment_report_candidate,unclassified,19403,03ddb8a201d743151c56aa8e0c3df43cd425fcb55fd501cc6f41dfdb20243337,team_a:exp_025,unknown,1786625252864574400,no,no
experiments/exp_026_seq_seed_averaging.md,exp_026_seq_seed_averaging.md,.md,primary_experiment_report_candidate,unclassified,29572,5f3778b5e84e7229df5d789a39bba52edb4b72c876130a2100f2841c1950fecc,component_family:seq;team_a:exp_025;team_a:exp_026,unknown,1786637005133451900,no,no
experiments/exp_027_depth_support.md,exp_027_depth_support.md,.md,primary_experiment_report_candidate,unclassified,27807,f6ceb33790a29d4f7c351bef5c865044ff5ce18bbcb901e35e0aba6b0a67791d,team_a:exp_027,unknown,1786643177756439100,no,no
experiments/exp_028_fresh_dist_mix.md,exp_028_fresh_dist_mix.md,.md,primary_experiment_report_candidate,unclassified,8506,278fa0fcf4159ba04f2368d2261deec8d82ed5d5af08f67c463f5a1db1c80721,component_family:fresh;team_a:exp_028,unknown,1786648341185633800,no,no
experiments/exp_029_seq_avail_aug.md,exp_029_seq_avail_aug.md,.md,primary_experiment_report_candidate,unclassified,8210,f4808ec407ce1be4a1dfce2bac2d0d885a5fb0b241c6b170aa7a0abd744f88fc,component_family:seq;team_a:exp_025;team_a:exp_029,unknown,1786663814057633600,no,no
experiments/exp_030_seq_depth_curriculum.md,exp_030_seq_depth_curriculum.md,.md,primary_experiment_report_candidate,unclassified,15564,94ae332f72ca8d9d35ecbb26b8fa29c7cad8eacb8558ee4f6452ee3cbcf9caf5,component_family:seq;team_a:exp_025;team_a:exp_030,unknown,1787140190451293700,no,no
