model,feature,gain,split,gain_share,task
p07_early,w90_cart2ord,110.655011844635,12.6,0.0048096459200175,p07_early
p07_early,w30_carts,109.94943227767943,11.0,0.0047789777394363,p07_early
p07_early,w180_carts,109.10889406204224,11.0,0.0047424435496869,p07_early
p07_early,w7_lgmv_std,109.05172214508056,11.8,0.0047399585589705,p07_early
p07_early,w180_gmv_max,108.87887039184572,11.0,0.0047324455171674,p07_early
p07_early,w14_buyday_rate,107.88689804077148,11.4,0.0046893292073719,p07_early
p07_early,trend_gmv_7_14,107.1670262336731,11.2,0.0046580398112368,p07_early
p07_early,w60_buyday_rate,105.38678216934204,11.0,0.0045806610874184,p07_early
p07_early,w60_gmv_per_day,104.24853868484496,9.6,0.0045311870686647,p07_early
p07_early,w14_gmv_per_day,104.14874029159546,10.6,0.0045268493082061,p07_early
p07_early,gap_mean,102.19890613555908,10.4,0.0044420993114644,p07_early
p07_early,w90_aov,101.83920783996582,10.6,0.0044264649410821,p07_early
p07_early,dlog_gmv_7_30,100.99053802490236,10.8,0.0043895773094654,p07_early
p07_early,gap_max,100.97648200988768,11.0,0.0043889663614917,p07_early
p07_early,w180_buyday_rate,99.6171661376953,11.2,0.0043298833798019,p07_early
p07_early,w90_days_search,99.0534704208374,10.8,0.0043053822138852,p07_early
p07_early,w30_searches,98.9261121749878,10.6,0.0042998465580001,p07_early
p07_early,w30_aov,95.80072784423828,10.0,0.0041640009985059,p07_early
p07_early,dlog_gmv_30_90,94.82326850891111,10.0,0.0041215155003276,p07_early
p07_early,w90_gmv_per_day,94.48896036148072,10.0,0.0041069847186621,p07_early
p07_early,w7_gmv_cat,94.35598793029786,10.2,0.004101205040901,p07_early
p07_early,w14_cart2ord,94.03800268173218,9.4,0.0040873837378448,p07_early
p07_early,trend_gmv_14_30,93.61132774353028,9.4,0.0040688382120571,p07_early
p07_early,dlog_buyd_30_90,93.06367835998536,10.0,0.0040450345037636,p07_early
p07_early,dlog_buyd_14_30,90.8036759376526,9.4,0.0039468029709247,p07_early
p07_early,w90_days_presence_only,90.4509178161621,9.8,0.0039314702568298,p07_early
p07_early,w60_days_search,90.3751319885254,9.8,0.0039281762081409,p07_early
p07_early,w180_aov,88.94371604919434,9.8,0.0038659593802026,p07_early
p07_early,w180_days_present,88.59442434310913,9.6,0.0038507773346625,p07_early
p07_early,w30_buyday_rate,88.52674369812011,9.4,0.0038478355796293,p07_early
p07_early,w180_searches,88.44815807342529,9.6,0.0038444198371077,p07_early
p07_early,w180_days_search,87.83749179840088,9.2,0.003817877084916,p07_early
p07_early,trend_gmv_30_90,85.33304491043091,8.8,0.0037090207163176,p07_early
p07_early,w180_gmv_cat,84.84154033660889,8.6,0.0036876573552845,p07_early
p07_early,w90_carts,83.58680219650269,8.8,0.0036331198691314,p07_early
p07_early,w180_cat_gmv_share,83.46177005767822,9.2,0.0036276853180311,p07_early
p07_early,w7_carts,83.17921752929688,8.8,0.0036154041064288,p07_early
p07_early,w30_cart2ord,82.91469802856446,9.0,0.0036039067045827,p07_early
p07_early,dlog_gmv_14_30,82.3660698890686,8.6,0.0035800604544333,p07_early
p07_early,w14_orders,82.02798957824707,8.4,0.0035653657148054,p07_early
p07_early,w90_searches,78.54548206329346,7.8,0.0034139977127465,p07_early
p07_early,w60_searches,76.00838241577148,8.2,0.003303722084332,p07_early
p07_early,w90_days_present,75.57233638763428,7.6,0.0032847692419328,p07_early
p07_early,w180_days_cart,74.97727794647217,8.0,0.0032589048878833,p07_early
p07_early,trend_gmv_7_30,74.59920015335084,7.8,0.0032424716483506,p07_early
p07_early,w60_orders,73.11105213165283,6.8,0.0031777889472092,p07_early
p07_early,gap_std,72.09979600906372,8.0,0.0031338344637834,p07_early
p07_early,w90_days_cart,71.13176412582398,7.6,0.0030917587320108,p07_early
p07_early,w7_ponly_share,70.30183153152466,7.0,0.0030556855180685,p07_early
p07_early,w180_gmv,69.94376001358032,6.6,0.0030401218559564,p07_early
p07_early,w7_cart2ord,67.75262613296509,7.4,0.0029448837103593,p07_early
p07_early,w90_gmv,66.54371557235717,7.2,0.0028923381306466,p07_early
p07_early,w7_gmv,66.06655416488647,6.6,0.0028715981986871,p07_early
p07_early,w14_days_search,65.72439203262329,6.4,0.0028567260417374,p07_early
p07_early,w30_gmv,65.51134185791015,6.6,0.0028474657661612,p07_early
p07_early,w60_carts,64.20333185195923,6.6,0.0027906128059239,p07_early
p07_early,w30_days_presence_only,63.97344255447388,7.0,0.0027806206139457,p07_early
p07_early,w30_days_search,63.133864116668704,6.4,0.0027441281411637,p07_early
p07_early,w60_gmv,62.35191020965576,6.0,0.002710140332064,p07_early
p07_early,w60_days_cart,59.96370611190796,5.6,0.0026063364834771,p07_early
p07_early,w180_gmv_per_day,58.85082244873047,6.4,0.0025579647352767,p07_early
p07_early,w7_gmv_per_day,57.91648054122925,6.0,0.0025173533461638,p07_early
p07_early,w90_orders,57.09159622192383,5.6,0.0024814995566725,p07_early
p07_early,w14_days_present,57.053972244262695,6.6,0.0024798642217009,p07_early
p07_early,w30_days_cat,57.00741567611694,6.4,0.0024778406295988,p07_early
p07_early,w30_days_present,56.36102809906006,6.4,0.0024497452426758,p07_early
p07_early,w180_orders,56.25373573303223,6.2,0.0024450817549412,p07_early
p07_early,w90_days_cat,54.69178810119629,6.0,0.0023771913365181,p07_early
p07_early,w14_gmv_cat,54.54125785827637,5.2,0.0023706485043713,p07_early
p07_early,w7_buyday_rate,52.23261013031006,5.8,0.0022703025919678,p07_early
p07_early,dlog_buyd_7_14,51.98171796798706,5.2,0.0022593975055667,p07_early
p07_early,w180_days_buy,50.65691213607788,4.8,0.0022018145108335,p07_early
p07_early,w60_days_cat,49.17159414291382,4.6,0.0021372548175429,p07_early
p07_early,w60_days_presence_only,46.25854454040528,4.8,0.002010638436577,p07_early
p07_early,w7_days_present,43.65759582519532,4.6,0.0018975875935311,p07_early
p07_early,w7_days_search,42.119571685791016,4.6,0.0018307370152911,p07_early
p07_early,w90_cat_gmv_share,38.96679372787476,4.0,0.0016937007853975,p07_early
p07_early,w60_cat_gmv_share,38.36958208084106,4.2,0.0016677428417521,p07_early
p07_early,w14_cat_gmv_share,38.291561698913576,4.2,0.0016643516676394,p07_early
p07_early,w60_gmv_cat,37.97204580307007,4.2,0.001650463834642,p07_early
p07_early,w14_gmv,37.47018795013428,3.8,0.0016286504659155,p07_early
p07_early,w60_days_buy,36.645256233215335,3.2,0.0015927946162758,p07_early
p07_early,w14_days_cart,36.50266399383545,3.8,0.0015865968113059,p07_early
p07_early,w30_days_cart,33.84737987518311,3.6,0.0014711842672659,p07_early
p07_early,w30_cat_gmv_share,32.068061923980714,3.6,0.0013938457971709,p07_early
p07_early,w90_days_buy,28.96424436569214,3.0,0.001258937642476,p07_early
p07_early,w7_cat_gmv_share,28.833316040039065,3.0,0.0012532468122389,p07_early
p07_early,w7_days_cart,26.729317951202397,2.6,0.0011617960441715,p07_early
p07_early,w14_days_cat,25.854506015777588,2.8,0.001123772139191,p07_early
p07_early,w14_days_buy,24.91750183105469,2.6,0.0010830450335772,p07_early
p07_early,w90_presence_rate,23.91292600631714,2.4,0.0010393809108569,p07_early
p07_early,w90_gmv_cat,20.68603982925415,2.4,0.0008991235499191,p07_early
p07_early,w30_orders,19.945490264892577,2.2,0.0008669353902377,p07_early
p07_early,w7_orders,17.97976417541504,2.2,0.0007814946468993,p07_early
p07_early,w30_gmv_cat,17.77463827133179,2.0,0.0007725788015958,p07_early
p07_early,w60_presence_rate,17.42947988510132,1.6,0.000757576411768,p07_early
p07_early,w7_days_presence_only,17.403792095184325,2.0,0.0007564598859829,p07_early
p07_early,w30_days_buy,17.30680208206177,1.8,0.0007522441924222,p07_early
p07_early,w90_lgmv,14.841218185424804,1.8,0.0006450770128138,p07_early
p07_early,w7_presence_rate,14.489622020721436,1.6,0.0006297948034419,p07_early
p07_early,w7_lgmv,13.9819580078125,1.4,0.0006077290686168,p07_early
p07_early,w60_lgmv,12.597319984436036,1.2,0.0005475454537148,p07_early
p07_early,w14_lgmv,11.996636009216308,1.4,0.0005214365845143,p07_early
p07_early,w7_days_cat,11.845080184936524,1.2,0.0005148491752343,p07_early
p07_early,w30_lgmv,11.821734046936037,1.2,0.0005138344298964,p07_early
p07_early,w30_presence_rate,10.539738082885744,1.2,0.0004581121760628,p07_early
p07_early,w180_lgmv,9.02899398803711,1.0,0.0003924473313273,p07_early
p07_early,w180_presence_rate,8.034639835357666,1.0,0.0003492274959691,p07_early
p07_early,w14_presence_rate,6.414662075042725,0.8,0.0002788147844657,p07_early
p07_early,w14_gmv30eq,5.089612007141113,0.4,0.0002212211739581,p07_early
p07_early,w7_days_buy,4.678598022460937,0.6,0.000203356355171,p07_early
p07_early,w60_gmv30eq,4.069528007507325,0.4,0.0001768829847958,p07_early
p07_early,w7_gmv30eq,1.706954002380371,0.2,7.419315416759714e-05,p07_early
p07_early,w180_gmv30eq,0.0,0.0,0.0,p07_early
p07_early,w30_gmv30eq,0.0,0.0,0.0,p07_early
p07_early,w90_gmv30eq,0.0,0.0,0.0,p07_early
p07_mid,rec_cat,1553.4351961135865,117.0,0.0589723138318761,p07_mid
p07_mid,trend_pres_14_30,731.5511917114258,54.8,0.0277715263369987,p07_mid
p07_mid,trend_srch_14_30,606.3271073341369,43.4,0.0230177045994185,p07_mid
p07_mid,w7_lgmv_mean,593.1392043113708,40.2,0.0225170585745386,p07_mid
p07_mid,trend_pres_60_180,543.8358771324158,47.0,0.0206453800580307,p07_mid
p07_mid,trend_pres_30_60,458.4030375480652,43.0,0.0174021342244605,p07_mid
p07_mid,dlog_buyd_14_30,411.06946792602537,23.6,0.0156052326674999,p07_mid
p07_mid,trend_srch_30_60,402.154420375824,37.4,0.0152667950015632,p07_mid
p07_mid,dlog_gmv_14_30,356.5221343994141,22.4,0.0135344784580735,p07_mid
p07_mid,trend_pres_7_30,339.9540383338928,31.8,0.0129055117890956,p07_mid
p07_mid,w14_days_cat,339.3586835861206,24.6,0.0128829106229094,p07_mid
p07_mid,dlog_gmv_30_60,317.5157509803772,23.8,0.0120536978692283,p07_mid
p07_mid,trend_pres_7_14,298.040514087677,28.0,0.0113143688100826,p07_mid
p07_mid,w7_gmv_max,287.7381539344788,22.0,0.0109232652624847,p07_mid
p07_mid,rec_over_buygap,277.36197996139526,27.4,0.0105293595563145,p07_mid
p07_mid,weekend_share,267.5536195755005,27.4,0.0101570094844864,p07_mid
p07_mid,trend_srch_7_14,267.08148155212405,25.8,0.0101390859355955,p07_mid
p07_mid,rec_over_gap,260.1325707435608,25.6,0.0098752877739357,p07_mid
p07_mid,w7_days_cat,257.7848430633545,22.4,0.0097861621162351,p07_mid
p07_mid,trend_srch_30_90,249.74342746734615,22.6,0.0094808897203432,p07_mid
p07_mid,buygap_cv,248.8691722869873,25.4,0.009447700791063,p07_mid
p07_mid,w7_aov,247.0865873336792,22.8,0.0093800293751188,p07_mid
p07_mid,w30_lgmv_std,243.30637035369872,23.6,0.0092365228145274,p07_mid
p07_mid,dlog_buyd_30_60,241.227414894104,20.4,0.0091576004274768,p07_mid
p07_mid,w180_lgmv_std,239.96599369049076,23.4,0.0091097137005121,p07_mid
p07_mid,w60_lgmv_std,236.96873626708984,24.4,0.0089959302573083,p07_mid
p07_mid,trend_pres_30_90,232.966174030304,22.6,0.0088439829105829,p07_mid
p07_mid,trend_gmv_14_30,231.1054720878601,21.0,0.00877334597692,p07_mid
p07_mid,w7_srch_per_day,227.88530073165893,23.0,0.0086511001592088,p07_mid
p07_mid,w30_carts,224.0914227485657,20.0,0.0085070749925211,p07_mid
p07_mid,trend_srch_7_30,223.63664951324463,20.8,0.0084898106547342,p07_mid
p07_mid,w7_ponly_share,223.59464673995973,20.2,0.0084882161236369,p07_mid
p07_mid,w30_srch_per_day,222.96800956726076,22.6,0.0084644273977862,p07_mid
p07_mid,rec_buy,221.9062520027161,21.2,0.0084241204056012,p07_mid
p07_mid,w90_lgmv_std,215.0187219619751,21.8,0.0081626524125331,p07_mid
p07_mid,w180_lgmv_mean,214.5333065032959,21.8,0.0081442248187463,p07_mid
p07_mid,trend_srch_60_180,206.2767360687256,21.0,0.0078307846031129,p07_mid
p07_mid,w14_ponly_share,196.3145167350769,18.8,0.0074525936579896,p07_mid
p07_mid,gap_cv,194.66182022094728,20.2,0.0073898531344429,p07_mid
p07_mid,w14_srch2cart,193.4383267402649,17.6,0.0073434062393973,p07_mid
p07_mid,buygap_std,189.78244171142575,18.8,0.0072046196329181,p07_mid
p07_mid,rec_cart,188.4376178741455,17.6,0.0071535667318514,p07_mid
p07_mid,w180_cart2ord,187.66373853683476,18.6,0.0071241883224642,p07_mid
p07_mid,w180_ponly_share,186.85698766708373,18.6,0.0070935620268877,p07_mid
p07_mid,w14_lgmv_std,179.89070196151732,16.6,0.0068291042703627,p07_mid
p07_mid,w60_lgmv_mean,178.28994216918946,17.6,0.006768335395627,p07_mid
p07_mid,w14_lgmv_mean,177.40199842453003,17.0,0.0067346268139584,p07_mid
p07_mid,w30_srch2cart,174.72224645614625,17.0,0.0066328966777632,p07_mid
p07_mid,w30_ponly_share,174.0618493080139,16.4,0.0066078263381888,p07_mid
p07_mid,rec_search,169.37372493743896,15.8,0.0064298533256318,p07_mid
p07_mid,dlog_gmv_7_14,166.70422649383545,15.0,0.0063285124390704,p07_mid
p07_mid,w14_srch_per_day,166.39008626937866,16.2,0.0063165868846924,p07_mid
p07_mid,w180_days_presence_only,164.22817316055298,14.4,0.0062345152162702,p07_mid
p07_mid,w7_srch2cart,163.99920806884765,16.4,0.0062258231245251,p07_mid
p07_mid,buygap_mean,163.08809652328492,16.0,0.0061912350347643,p07_mid
p07_mid,trend_gmv_30_60,162.13309230804444,14.2,0.0061549806686776,p07_mid
p07_mid,w14_gmv_max,158.60978803634643,12.8,0.0060212271617688,p07_mid
p07_mid,dlog_gmv_30_90,157.68975648880004,13.2,0.0059863004462592,p07_mid
p07_mid,dlog_buyd_60_180,154.72570400238038,15.4,0.0058737775461211,p07_mid
p07_mid,w60_srch2cart,154.31920404434203,15.6,0.0058583457835616,p07_mid
p07_mid,w180_aov,149.6262354850769,14.6,0.0056801888733973,p07_mid
p07_mid,w90_ponly_share,148.846443939209,14.4,0.0056505860216778,p07_mid
p07_mid,w60_srch_per_day,147.18075981140137,14.6,0.0055873524555943,p07_mid
p07_mid,trend_gmv_60_180,146.1410182952881,15.2,0.0055478812480759,p07_mid
p07_mid,w90_srch2cart,143.91680746078492,14.6,0.0054634446010315,p07_mid
p07_mid,w180_days_cat,140.69207429885864,14.4,0.0053410256056817,p07_mid
p07_mid,w30_aov,139.05274772644043,12.8,0.0052787926388071,p07_mid
p07_mid,w60_ponly_share,137.96903162002565,13.4,0.0052376520450495,p07_mid
p07_mid,w7_days_presence_only,137.24647731781005,12.8,0.0052102220633048,p07_mid
p07_mid,w90_cart2ord,136.98212852478028,13.2,0.0052001867171104,p07_mid
p07_mid,dlog_gmv_60_180,136.23067798614505,13.8,0.005171659761429,p07_mid
p07_mid,w60_days_present,134.5299677848816,11.0,0.005107096517351,p07_mid
p07_mid,dlog_buyd_30_90,134.52987422943116,13.0,0.0051070929657504,p07_mid
p07_mid,w30_lgmv_mean,134.485352230072,13.4,0.0051054027984842,p07_mid
p07_mid,w180_carts,131.81204442977906,12.6,0.0050039172991454,p07_mid
p07_mid,dlog_buyd_7_14,128.77960834503173,12.2,0.0048887983853264,p07_mid
p07_mid,w30_gmv_max,128.41302433013917,12.2,0.0048748819325345,p07_mid
p07_mid,w180_srch_per_day,125.4872579574585,12.4,0.0047638124697335,p07_mid
p07_mid,w7_searches,122.44599390029909,11.4,0.0046483584238401,p07_mid
p07_mid,w60_buyday_rate,122.4375943183899,12.0,0.0046480395545486,p07_mid
p07_mid,w30_days_presence_only,122.41100368499755,11.6,0.0046470301071115,p07_mid
p07_mid,w60_gmv_max,121.32186098098757,12.4,0.0046056835060372,p07_mid
p07_mid,w90_lgmv_mean,118.86310653686525,12.0,0.004512342992653,p07_mid
p07_mid,rec_any,118.46411628723143,10.8,0.0044971963175447,p07_mid
p07_mid,gap_max,116.39196825027466,11.6,0.0044185323574084,p07_mid
p07_mid,w90_buyday_rate,115.7097741127014,11.2,0.0043926345491986,p07_mid
p07_mid,w90_days_cat,115.1246298789978,11.0,0.0043704209998512,p07_mid
p07_mid,trend_gmv_30_90,114.89078044891356,11.0,0.0043615434863155,p07_mid
p07_mid,w180_gmv_max,114.39671449661256,11.8,0.0043427874979964,p07_mid
p07_mid,w30_cart2ord,114.08566236495972,11.0,0.0043309791754016,p07_mid
p07_mid,w180_srch2cart,113.77283821105956,11.2,0.0043191035823777,p07_mid
p07_mid,w180_buyday_rate,112.85761966705324,11.2,0.0042843595806086,p07_mid
p07_mid,w90_days_presence_only,111.48089427947998,10.0,0.0042320956163188,p07_mid
p07_mid,w90_aov,111.26229486465454,11.0,0.0042237970317838,p07_mid
p07_mid,w180_days_cart,105.04299383163452,10.2,0.003987696695412,p07_mid
p07_mid,w90_gmv_max,104.7740159034729,9.6,0.0039774856155852,p07_mid
p07_mid,w90_srch_per_day,104.6889757156372,10.8,0.0039742572758012,p07_mid
p07_mid,w14_aov,104.61242218017578,10.2,0.0039713511107231,p07_mid
p07_mid,w14_carts,103.44104042053225,9.8,0.0039268825079004,p07_mid
p07_mid,w30_buyday_rate,102.5391619682312,10.4,0.0038926449296221,p07_mid
p07_mid,w60_aov,101.85577363967896,10.4,0.0038667017869141,p07_mid
p07_mid,trend_gmv_7_14,96.395485496521,9.0,0.0036594154921292,p07_mid
p07_mid,w60_cart2ord,95.87097864151,9.8,0.0036395038904492,p07_mid
p07_mid,w180_cat_gmv_share,95.67798194885252,9.2,0.0036321772497523,p07_mid
p07_mid,w30_searches,95.5706979751587,8.6,0.0036281044798153,p07_mid
p07_mid,w180_gmv_cat,94.34906787872316,9.4,0.0035817283235304,p07_mid
p07_mid,w90_days_present,93.87791357040405,9.2,0.0035638421189414,p07_mid
p07_mid,w90_carts,93.42786750793456,9.2,0.0035467572365458,p07_mid
p07_mid,w180_gmv_per_day,92.00182332992554,9.2,0.0034926210067152,p07_mid
p07_mid,w7_lgmv_std,89.33362531661987,8.4,0.0033913294877643,p07_mid
p07_mid,w180_gmv,88.4122654914856,8.4,0.003356352347491,p07_mid
p07_mid,w180_days_present,87.85120029449463,7.8,0.0033350528990429,p07_mid
p07_mid,dlog_gmv_7_30,86.68361768722534,8.4,0.0032907285216161,p07_mid
p07_mid,w30_orders,86.54366092681884,8.0,0.0032854154103784,p07_mid
p07_mid,w60_carts,85.18694181442261,8.2,0.0032339109346989,p07_mid
p07_mid,w14_days_present,84.4228081703186,8.8,0.0032049024963795,p07_mid
p07_mid,w14_cart2ord,83.67485027313232,7.8,0.003176508130167,p07_mid
p07_mid,w14_gmv_per_day,82.85463247299194,8.2,0.0031453705959838,p07_mid
p07_mid,w30_days_search,81.66277418136596,7.8,0.0031001246524177,p07_mid
p07_mid,trend_gmv_7_30,81.02335376739502,8.2,0.0030758506425217,p07_mid
p07_mid,w60_days_presence_only,80.86810750961304,8.0,0.0030699571034426,p07_mid
p07_mid,w90_gmv_per_day,80.85235509872436,7.6,0.0030693591022381,p07_mid
p07_mid,gap_mean,80.11957969665528,7.8,0.0030415411017916,p07_mid
p07_mid,w60_searches,78.50703573226929,7.8,0.002980324870195,p07_mid
p07_mid,w14_searches,78.45020008087158,7.6,0.0029781672456739,p07_mid
p07_mid,w60_days_search,78.35828790664672,6.8,0.0029746780279731,p07_mid
p07_mid,w60_gmv_per_day,74.49638004302979,7.2,0.0028280702756235,p07_mid
p07_mid,w30_gmv_per_day,71.08836603164673,6.8,0.0026986934774632,p07_mid
p07_mid,w90_days_cart,70.80683164596557,6.6,0.0026880057228736,p07_mid
p07_mid,w90_days_search,67.58327808380128,6.8,0.0025656315081028,p07_mid
p07_mid,w7_gmv_per_day,67.22600021362305,6.4,0.0025520683400105,p07_mid
p07_mid,gap_std,66.72710971832275,7.0,0.002533129199884,p07_mid
p07_mid,w14_buyday_rate,66.65500440597535,6.8,0.0025303919005623,p07_mid
p07_mid,w60_days_cat,65.82282590866089,6.2,0.0024988003081801,p07_mid
p07_mid,w7_carts,63.97840394973755,6.2,0.0024287814037081,p07_mid
p07_mid,w90_searches,63.30908031463623,6.2,0.0024033721921987,p07_mid
p07_mid,w30_days_present,61.040074062347415,5.8,0.0023172349982358,p07_mid
p07_mid,w60_gmv,59.90638380050659,5.6,0.0022741972596312,p07_mid
p07_mid,w30_days_cat,59.1233341217041,5.8,0.0022444707209769,p07_mid
p07_mid,w90_orders,58.562042236328125,5.4,0.0022231626668666,p07_mid
p07_mid,w180_searches,56.60044050216675,5.6,0.0021486953228991,p07_mid
p07_mid,w180_orders,55.79285564422607,5.4,0.0021180373670298,p07_mid
p07_mid,w180_days_search,55.78243579864502,5.8,0.0021176418034393,p07_mid
p07_mid,w14_days_search,53.86611375808716,5.4,0.0020448933907206,p07_mid
p07_mid,w90_cat_gmv_share,53.2334680557251,5.0,0.0020208765659458,p07_mid
p07_mid,w180_days_buy,52.706904315948485,5.2,0.0020008868797379,p07_mid
p07_mid,w30_gmv,52.59552583694458,5.0,0.0019966586720634,p07_mid
p07_mid,w30_days_cart,51.36061820983887,4.6,0.0019497784672623,p07_mid
p07_mid,w7_cart2ord,49.90296792984009,5.2,0.0018944423901706,p07_mid
