cutoff,component,rho_raw,rho_after_strong_baseline,rho_after_projection,incremental_multiple_rho,observable_optimal_incremental_gain,incremental_rank,latest_rho_after_projection,latest_incremental_multiple_rho
2025-09-04,activity,0.0090351663742899,-0.01716948142384226,-0.016011149068411747,0.01741539675081857,0.000948550116614656,4.0,,
2025-09-04,count,0.017028753326563676,0.009878798368482244,-0.001822614572262203,0.005274702897895253,8.701408173352376e-05,4.0,,
2025-09-04,monetary,0.0189137542523629,0.013111946811457774,0.008031876391343225,0.0022469637137388365,1.5790128131933587e-05,1.0,,
2025-09-04,user_state_segments,-0.011931321103178204,-0.013825516696906206,-0.009287473752809843,0.015367633024054465,0.0007385969302743562,29.0,,
2025-09-18,activity,0.0028110013194570355,-0.00272293891479652,-0.0089803661360173,0.01691204266015603,0.000886724584627923,4.0,,
2025-09-18,count,0.00411227274281225,0.001367939506373246,-0.004325843931485693,0.017926576251526577,0.000996302738656208,4.0,,
2025-09-18,monetary,0.0032404792858573015,0.0014280662804929554,0.003317653990756027,0.003016731757214179,2.8214347364459514e-05,1.0,,
2025-09-18,user_state_segments,-0.005842172801170708,-0.006339004647593984,-0.00647797432212092,0.01903418597152625,0.0011232210531124333,29.0,,
2025-10-02,activity,-0.001555180414867093,0.006499540281566834,0.001979540064475716,0.0137618466347076,0.0005793609257556526,4.0,,
2025-10-02,count,-0.0022727342225823633,0.006242359415342642,0.0008911116330775666,0.01258090215038566,0.00048419393288283056,4.0,,
2025-10-02,monetary,-0.0075173485530633894,-0.00644409833533694,-0.006104874945711756,0.0018595023281005904,1.057765083474521e-05,1.0,,
2025-10-02,user_state_segments,0.0013762464561327752,0.001858582810662169,0.002884790422956481,0.0222383796466656,0.0015128715444011373,29.0,,
2025-10-16,activity,-0.005517129050633203,0.007266018182275938,0.008477937124412667,0.015970334156156313,0.0007735383950606429,4.0,,
2025-10-16,count,-0.0070183354996747015,0.0047232605703407095,0.002940298717817251,0.005051536752411863,7.739286119157508e-05,4.0,,
2025-10-16,monetary,-0.01201228644964522,-0.00899500219079175,-0.012610255992839927,0.005432231510419617,8.94973980724061e-05,1.0,,
2025-10-16,user_state_segments,0.005322127608811423,0.006233865812340692,0.007644419606198931,0.02075339196639074,0.0013062672717553431,29.0,,
weighted_1_2_4_8,activity,-0.002380039003422002,0.004100729822069302,0.0027846517275171906,0.015603302790614103,0.000748516676625217,4.0,0.008477937124412667,0.015970334156156313
weighted_1_2_4_8,count,-0.0026656214717025923,0.005024679973688332,0.0011075022559743123,0.008790917201452397,0.00030903587867399087,4.0,0.002940298717817251,0.005051536752411863
weighted_1_2_4_8,monetary,-0.006718198199022521,-0.0054512220996825395,-0.007375624223514078,0.003945085908261766,5.536724071860548e-05,1.0,-0.012610255992839927,0.005432231510419617
weighted_1_2_4_8,user_state_segments,0.0016310893326335243,0.002053448783285336,0.0033634064096243793,0.020561110618993017,0.001299110892543101,29.0,0.007644419606198931,0.02075339196639074
