fold,segment,n,n_bursts_mean,n_bursts_median,n_bursts_max,mean_burst_span_mean,mean_burst_span_median,mean_burst_span_max,mean_burst_active_days_mean,mean_burst_active_days_median,mean_burst_active_days_max,last_burst_purchase_days_mean,last_burst_purchase_days_median,last_burst_purchase_days_max,last_burst_gmv_mean,last_burst_gmv_median,last_burst_gmv_max,last_burst_search_intensity_mean,last_burst_search_intensity_median,last_burst_search_intensity_max,last_burst_cart_intensity_mean,last_burst_cart_intensity_median,last_burst_cart_intensity_max,last_burst_order_intensity_mean,last_burst_order_intensity_median,last_burst_order_intensity_max,last_burst_peak_gmv_mean,last_burst_peak_gmv_median,last_burst_peak_gmv_max,last_burst_slope_mean,last_burst_slope_median,last_burst_slope_max,gap_count_mean,gap_count_median,gap_count_max,median_closed_gap_mean,median_closed_gap_median,median_closed_gap_max,mean_closed_gap_mean,mean_closed_gap_median,mean_closed_gap_max,max_closed_gap_mean,max_closed_gap_median,max_closed_gap_max,current_open_gap_mean,current_open_gap_median,current_open_gap_max,current_gap_ratio_mean,current_gap_ratio_median,current_gap_ratio_max,last_burst_intensity_mean,last_burst_intensity_median,last_burst_intensity_max,previous_burst_purchase_presence_mean,previous_burst_purchase_presence_median,previous_burst_purchase_presence_max,reactivation_count_mean,reactivation_count_median,reactivation_count_max,burst_gap_token_count_mean,burst_gap_token_count_median,burst_gap_token_count_max,overflow_mean,overflow_median,overflow_max,singleton_burst_share_mean,singleton_burst_share_median,singleton_burst_share_max
2025-09-04,all,188518,16.398922118842762,17.0,37.0,11.814975936947855,4.949999809265137,247.0,9.40796064545127,3.5,247.0,2.2508779002535566,0.0,237.0,134.61658834241848,0.0,58828.15625,2.2109950582447166,1.5392082929611206,136.25973510742188,0.6950133672391903,0.3001273274421692,92.9693603515625,0.20078974590907672,0.0,26.995149612426758,52.446444614982475,0.0,11161.4697265625,-0.15431793081819223,0.0,4949.61962890625,15.398922118842764,16.0,36.0,6.016526273353207,5.0,132.0,8.028415092921469,6.559999942779541,132.0,23.296618890503826,18.0,181.0,3.483105061585631,1.0,29.0,0.5537740357371166,0.25,19.0,3.2127039424140285,2.2149451971054077,193.24269104003906,0.41746676709916297,0.0,1.0,15.398922118842764,16.0,36.0,32.797844237685524,34.0,74.0,0.0,0.0,0.0,0.3642240744104078,0.3571428656578064,1.0
2025-09-04,rec_buy_15_60,53224,17.449364948143696,18.0,37.0,8.602332910355116,4.679999828338623,247.0,6.596920479941812,3.2962963581085205,246.0,0.4601683451074703,0.0,93.0,23.145510968178474,0.0,11582.71875,1.7635001921667215,1.0909445881843567,80.96153259277344,0.42384146474202844,0.0,65.1156997680664,0.03859300505843472,0.0,11.993550300598145,13.126837399183113,0.0,7670.845703125,-0.1072859724019568,0.0,3430.0615234375,16.449364948143696,17.0,36.0,5.878795280324666,5.0,132.0,7.924665446494121,6.705882549285889,132.0,23.66631594769277,19.0,181.0,4.392867879152262,2.0,29.0,0.7443133117889701,0.3333333432674408,19.0,2.3251684234111796,1.6877725720405579,80.96153259277344,0.13956110025552382,0.0,1.0,16.449364948143696,17.0,36.0,34.89872989628739,36.0,74.0,0.0,0.0,0.0,0.37482947397301825,0.37037035822868347,1.0
2025-09-04,w180_days_buy_2_15,107913,17.902402861564408,19.0,37.0,8.088603749199471,4.761904716491699,247.0,6.132818221926593,3.3684210777282715,246.0,0.9151260737816574,0.0,30.0,47.6921469736042,0.0,17373.3203125,2.0083558026896093,1.4251224994659424,90.0782241821289,0.6235373619916827,0.2668081521987915,33.97688674926758,0.18038225220336815,0.0,23.996854782104492,33.669722874614045,0.0,11161.4697265625,-0.15715074511618465,0.0,4949.61962890625,16.902402861564408,18.0,36.0,5.720265398978807,5.0,111.0,7.69839470758981,6.681818008422852,111.0,23.078516953471777,19.0,181.0,3.280077469813646,1.0,29.0,0.5655506225625158,0.25,19.0,2.9145187590688493,2.0008487701416016,127.09001159667969,0.4179292578280652,0.0,1.0,16.902402861564408,18.0,36.0,35.804805723128815,38.0,74.0,0.0,0.0,0.0,0.3691018852031428,0.3684210479259491,1.0
2025-09-04,intersection,43302,17.962034086185394,19.0,37.0,7.710098736930689,4.599999904632568,247.0,5.827662519015956,3.25,246.0,0.31679830030945455,0.0,30.0,15.565563924678063,0.0,5435.17919921875,1.7376252957945997,1.000566005706787,80.96153259277344,0.4136091183812014,0.0,26.995149612426758,0.03609784207156077,0.0,11.993550300598145,10.78039021701141,0.0,3826.625732421875,-0.09125242277871022,0.0,3430.0615234375,16.962034086185394,18.0,36.0,5.776523024340677,5.0,84.0,7.785644322491965,6.75,84.0,23.445706895755393,19.0,181.0,4.3940002771234585,2.0,29.0,0.7519180063780446,0.3636363744735718,19.0,2.2868550165174524,1.6671218872070312,80.96153259277344,0.13306544732344927,0.0,1.0,16.962034086185394,18.0,36.0,35.92406817237079,38.0,74.0,0.0,0.0,0.0,0.3767666594456935,0.375,1.0
2025-09-04,w180_days_buy_0_1,41580,15.837349687349688,16.0,33.0,3.9032884469480686,2.6666667461395264,247.0,2.945347480403511,2.0,247.0,0.04802789802789803,0.0,2.0,2.7030515246514364,0.0,1864.435791015625,1.7316708239369245,1.0004243850708008,57.41878890991211,0.3788291113897298,0.0,92.9693603515625,0.021864428273646295,0.0,10.005966186523438,2.7025885285919835,0.0,1864.435791015625,-0.09257877245692533,0.0,1087.09912109375,14.837349687349688,15.0,32.0,8.742869167869168,7.0,132.0,11.968208450850183,10.3125,132.0,35.747522847522845,31.0,179.0,6.2555074555074555,4.0,29.0,0.7935082428182864,0.4444444477558136,9.666666984558105,2.2303056292986643,1.5002429485321045,117.96197509765625,0.047979797979797977,0.0,1.0,14.837349687349688,15.0,32.0,31.674699374699376,32.0,66.0,0.0,0.0,0.0,0.5386626429854927,0.5454545617103577,1.0
2025-09-04,w180_days_buy_16plus,39025,12.839795003203076,13.0,33.0,30.54891489225042,14.230769157409668,247.0,25.350200229115703,10.545454978942871,247.0,8.29160794362588,3.0,237.0,515.5324654036768,111.91251373291016,58828.15625,3.282044684054744,2.5008797645568848,136.25973510742188,1.229545885176278,0.8751745223999023,65.1156997680664,0.4478608176719295,0.291808158159256,26.995149612426758,157.36897912466844,58.03467559814453,10818.0361328125,-0.21226582871241953,0.0,801.2139282226562,11.839795003203076,12.0,32.0,3.9309160794362588,4.0,58.5,4.7432615251987125,4.5,58.5,10.633645099295324,9.0,147.0,1.0906085842408713,0.0,29.0,0.2657792850766596,0.0,7.666666507720947,5.083970554833378,4.001051902770996,193.24269104003906,0.809865470852018,1.0,1.0,11.839795003203076,12.0,32.0,25.67959000640615,26.0,66.0,0.0,0.0,0.0,0.16487660798046697,0.15000000596046448,0.9090909361839294
2025-09-04,never_purchased,20965,14.822227522060578,15.0,33.0,3.836844259959657,2.4814815521240234,247.0,2.924933038996308,1.8636363744735718,242.0,0.0,0.0,0.0,0.0,0.0,0.0,1.820600311982299,1.0004243850708008,57.41878890991211,0.3745854971610985,0.0,92.9693603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.822227522060578,14.0,32.0,9.366825661817314,7.5,84.0,12.721500441807994,10.933333396911621,74.66666412353516,37.11218697829716,32.0,179.0,6.641927021225853,4.0,29.0,0.799473771856351,0.4615384638309479,9.666666984558105,2.294615955191653,1.5002429485321045,117.96197509765625,0.0,0.0,0.0,13.822227522060578,14.0,32.0,29.644455044121155,30.0,66.0,0.0,0.0,0.0,0.5587855662993293,0.5714285969734192,1.0
2025-09-18,all,191025,17.205449548488417,18.0,38.0,11.88672052044064,4.961538314819336,261.0,9.475295745290834,3.5199999809265137,261.0,2.3096296296296295,0.0,251.0,138.298799135171,0.0,68309.875,2.1897006260704734,1.5008490085601807,213.06951904296875,0.6775034970794291,0.28583553433418274,141.7275390625,0.19286529557297744,0.0,22.992334365844727,52.496274923437134,0.0,11161.4697265625,-0.07713177209465147,0.0,5973.83935546875,16.205449548488417,17.0,37.0,6.00767177071064,5.0,132.0,8.096600441726117,6.599999904632568,132.0,24.169433320246043,19.0,197.0,3.4126737338044757,1.0,29.0,0.5381531855934555,0.2222222238779068,19.0,3.168533612249636,2.1768808364868164,214.06968688964844,0.41227064520350737,0.0,1.0,16.205449548488417,17.0,37.0,34.410899096976834,36.0,76.0,0.0,0.0,0.0,0.3643412039570628,0.3571428656578064,1.0
2025-09-18,rec_buy_15_60,57084,18.27788872538715,19.0,36.0,8.735434431571464,4.708333492279053,261.0,6.711422382141745,3.3333332538604736,259.0,0.5008233480484899,0.0,96.0,25.450931032714752,0.0,17373.3203125,1.7452319657129727,1.0668843388557434,135.1915740966797,0.42248226735161326,0.0,89.01712799072266,0.03662503066757699,0.0,10.993621826171875,13.417180734024166,0.0,11161.4697265625,-0.030883395936950275,0.0,4949.61962890625,17.27788872538715,18.0,35.0,5.861773877093406,5.0,97.5,7.985393040800519,6.75,97.5,24.574416649148624,19.0,197.0,4.236738841006236,2.0,29.0,0.711923858410998,0.3333333432674408,19.0,2.3054357975688466,1.6674513220787048,170.16845703125,0.13639548735197254,0.0,1.0,17.27788872538715,18.0,35.0,36.5557774507743,38.0,72.0,0.0,0.0,0.0,0.37486261585323377,0.375,1.0
2025-09-18,w180_days_buy_2_15,108979,18.79087714146762,20.0,38.0,8.057137229783033,4.764705657958984,261.0,6.1091627338085965,3.379310369491577,260.0,0.8843263381018361,0.0,28.0,45.77193601939314,0.0,17373.3203125,1.9692542140856197,1.3841378688812256,213.06951904296875,0.5963677059893768,0.2501060962677002,141.7275390625,0.16636456449621684,0.0,22.992334365844727,32.13828373738875,0.0,11161.4697265625,-0.12449690090047211,0.0,4949.61962890625,17.79087714146762,19.0,37.0,5.721735380210866,5.0,97.5,7.777938943241384,6.730769157409668,97.5,24.003642903678692,19.0,195.0,3.2272272639682873,1.0,29.0,0.5508599846044999,0.25,19.0,2.837480772235686,2.0008487701416016,214.06968688964844,0.40532579671312824,0.0,1.0,17.79087714146762,19.0,37.0,37.58175428293524,40.0,76.0,0.0,0.0,0.0,0.3700959848253845,0.3684210479259491,1.0
